ID,possibility
1,0.21339469873662045
2,0.39645298248346617
3,0.37439886523107035
4,0.5798700826125315
5,0.2255993729710492
6,0.29626343680044154
7,0.6331769344443491
8,0.2756598347566565
9,0.13673465316461583
10,0.6479490650848354
11,0.31913921765795045
12,0.5819137855127297
13,0.3681386103943393
14,0.42859014639417214
15,0.022453397119537033
16,0.6343323577837745
17,0.09612109110111328
18,0.30058720184445625
19,0.22235986472508823
20,0.08620615555964523
21,0.07130043524307861
22,0.07364155791972779
23,0.5847110399138313
24,0.500252568107849
25,0.34092802991532023
26,0.6904419488929593
27,0.7976539944759743
28,0.5874310664064081
29,0.5926903875858708
30,0.3769000300824797
31,0.6687176889193407
32,0.34897659743133963
33,0.21644800558722382
34,0.2503121344016763
35,0.34506121082594887
36,0.6635986444597588
37,0.7459959052201446
38,0.06009380286283429
39,0.2782563044881492
40,0.41559112343544213
41,0.2085456613351998
42,0.2653188922630928
43,0.4547543767343241
44,0.12156367687426328
45,0.8239940586706094
46,0.8807361877183651
47,0.8181603828830715
48,0.6878885868167752
49,0.032218414320173736
50,0.33977447145990636
51,0.7960605614258461
52,0.07462466396116778
53,0.28143197171453005
54,0.04434158222624621
55,0.3587705282531034
56,0.05791744009792803
57,0.20249807650190366
58,0.1641221862199597
59,0.5719736153131926
60,0.414667936256536
61,0.10514940566587853
62,0.042078300810909616
63,0.559140070001275
64,0.11091926825338219
65,0.3909051481410113
66,0.5404000395620819
67,0.30393959332713416
68,0.6173426236502143
69,0.5822953842580788
70,0.11052171342193116
71,0.09549323459719058
72,0.13641279408985174
73,0.06656866432403055
74,0.055960191137105375
75,0.6072592743145715
76,0.18813615048114943
77,0.4180011622826051
78,0.4228094916415
79,0.7783580343871891
80,0.7424104364710525
81,0.547050674845048
82,0.41249299313684784
83,0.2405667578162842
84,0.26190845422555303
85,0.15442411991843638
86,0.08739892039637467
87,0.5231142563175099
88,0.2228195728116199
89,0.36039553906271304
90,0.5111696298124656
91,0.5227939955221521
92,0.2724845996200903
93,0.7527620694053588
94,0.6329297992099729
95,0.260731267568385
96,0.2574561348994914
97,0.2057552850968196
98,0.18149881582584595
99,0.7205248310837306
100,0.5595607838327887
101,0.26195830399423514
102,0.6664784157334306
103,0.28616649679239575
104,0.41025591638518966
105,0.3464882972695447
106,0.7958737648706314
107,0.6113489763412747
108,0.7166224731102322
109,0.17747226975090039
110,0.12818325057731308
111,0.6874448813267979
112,0.7649921268651784
113,0.30156214109567847
114,0.5111808041135684
115,0.9008148786001664
116,0.6034912737466801
117,0.2504964509789534
118,0.8086422006374145
119,0.26844621345228825
120,0.20664825287288285
121,0.24279774259704737
122,0.07711743539459988
123,0.23940630792189874
124,0.6464797295128111
125,0.5666182258270209
126,0.1391105984954729
127,0.6626654573041444
128,0.620443386662899
129,0.8446097591059285
130,0.45431799821200486
131,0.4535602660270395
132,0.5533788024839442
133,0.33622160547098845
134,0.8537184247092935
135,0.03243409569420305
136,0.16378442334180757
137,0.512679603745699
138,0.2531252969814967
139,0.16034241221694642
140,0.8609831914813016
141,0.4013115607213428
142,0.4890201947062956
143,0.7517959873126441
144,0.3062627995864969
145,0.16756464082832173
146,0.09176331511677588
147,0.08631070463031604
148,0.4027166333739932
149,0.22924960465942898
150,0.11554030814271322
151,0.10723970538872481
152,0.20187243308272276
153,0.7335014315181436
154,0.24799019452298834
155,0.25585713957446
156,0.6455205704451414
157,0.5959169903516714
158,0.03137434612322324
159,0.38473557608944675
160,0.8145588216112551
161,0.48593228312047126
162,0.31102417008254635
163,0.6402399306952455
164,0.8324023549682171
165,0.6508529120458069
166,0.0576624838663258
167,0.39815027737495684
168,0.3041521188133053
169,0.20065515160754077
170,0.057697410371910854
171,0.0628129025805748
172,0.8179445698495261
173,0.029555894466553132
174,0.7776080975371819
175,0.6149209982974158
176,0.4267028888041785
177,0.11589901621894162
178,0.27686790259760036
179,0.5542615527366278
180,0.40357990153898765
181,0.0926661205358411
182,0.4826321105199558
183,0.054046666901093963
184,0.7365372827718871
185,0.1065401307012742
186,0.7657349502770158
187,0.9229179246020482
188,0.607670930836129
189,0.2943124867820507
190,0.6028077864995013
191,0.06245498506369185
192,0.7756747661693623
193,0.4512387783639481
194,0.680515609040468
195,0.10403221213603607
196,0.10635735582572196
197,0.2221970699556766
198,0.1097189575851857
199,0.16814260318127064
200,0.5310612049517587
201,0.34632514287116073
202,0.790179067782618
203,0.31613620453094227
204,0.7331575888648781
205,0.06933440510620867
206,0.40244384823398216
207,0.7226106462934876
208,0.26626177846785
209,0.23690495725733393
210,0.12389234483416962
211,0.8933265190595255
212,0.46993469952869954
213,0.8002922091343924
214,0.31854470717872224
215,0.39316762881314554
216,0.028602035623855947
217,0.10031279568058818
218,0.3196948172467658
219,0.31560411013908773
220,0.6714594798752852
221,0.16967890887490386
222,0.6144652382198393
223,0.4637476157415412
224,0.705813199074154
225,0.09853838990573864
226,0.09741116798346286
227,0.14358983297743982
228,0.7592832696970961
229,0.38658062788126546
230,0.7544966933296726
231,0.8919524150013894
232,0.3043002364597791
233,0.08724673005151123
234,0.2652073798790986
235,0.2112991711430837
236,0.25789233350947327
237,0.37779388039099826
238,0.03766767100398646
239,0.6423882198634555
240,0.2901498362330478
241,0.032932073898782
242,0.048411030558303945
243,0.6711952927505487
244,0.6428704338129355
245,0.5067380866989398
246,0.4021068815962597
247,0.7896451386191451
248,0.4340936658302067
249,0.10155040609109962
250,0.35584228107213195
251,0.05689470295001889
252,0.03711239547296076
253,0.579330057329045
254,0.0544301763211737
255,0.16853539125078712
256,0.03339499509862525
257,0.7635047936785785
258,0.06657569983450409
259,0.2514711949669866
260,0.2132373737013754
261,0.2850619353240796
262,0.8576669092432297
263,0.25668944475150984
264,0.15167841436877402
265,0.08881704635839263
266,0.7831274864707187
267,0.1242158505860587
268,0.745384602661375
269,0.03523369739205618
270,0.24391911156706603
271,0.7110520440357435
272,0.8193503269452261
273,0.07835739740323974
274,0.14070818133480165
275,0.21617914973317434
276,0.43884790074516844
277,0.15982183609280096
278,0.5164498186312232
279,0.15869893399788204
280,0.8168715610130411
281,0.08191572068763919
282,0.12075763213557653
283,0.2021570446546696
284,0.21762107881393747
285,0.5426632936259254
286,0.06587004082743199
287,0.11815493174562956
288,0.6558137986036995
289,0.16550079094820122
290,0.09212240373969291
291,0.15587679185179562
292,0.13732844007536082
293,0.08280002466190683
294,0.1813214419160509
295,0.12263794439176379
296,0.7492352293009249
297,0.3002854535912591
298,0.07220753877860156
299,0.07311728856239456
300,0.06733208847774916
301,0.08790780261912196
302,0.6630070251942292
303,0.10265317828012588
304,0.0629506532946826
305,0.685697440125499
306,0.17624792077096166
307,0.8063137679377916
308,0.4883426456844915
309,0.37861646243338165
310,0.7552953369237607
311,0.19325623279166346
312,0.588098879565331
313,0.06309478537779237
314,0.6806512485405171
315,0.8014953181354566
316,0.06355623138872038
317,0.11412792328172466
318,0.1777877750690111
319,0.26674013920290895
320,0.11424563709944958
321,0.34197410438800185
322,0.08708296446638036
323,0.8015830569776401
324,0.9105126732928599
325,0.25829775713042874
326,0.8516999891002541
327,0.05323395788474878
328,0.11276521216514623
329,0.08816609908516687
330,0.20312651689792666
331,0.11969880468524544
332,0.13906063115408687
333,0.8592473283860649
334,0.736510795742907
335,0.08618232374969634
336,0.11417524372568454
337,0.04621849836992505
338,0.14442639807610708
339,0.08735782910340625
340,0.23970104891771943
341,0.21446471667793268
342,0.5275738168998483
343,0.2596879037711371
344,0.48033647551581704
345,0.1113991177542582
346,0.8370401915833292
347,0.03977041789922979
348,0.27826173984624275
349,0.5159572668115853
350,0.8065046057802489
351,0.5315274453367056
352,0.22517612293504177
353,0.12994252304570678
354,0.3124432781513973
355,0.1683195372949753
356,0.08225545001279845
357,0.038807932402672586
358,0.2579985482728343
359,0.6870492907507502
360,0.7059359963600421
361,0.40729229186321
362,0.1420381696328524
363,0.31664249643997605
364,0.1655121572480282
365,0.5619795794622363
366,0.5851781966588381
367,0.38856182598424416
368,0.4526660913144485
369,0.7337511075341644
370,0.1764720035278261
371,0.8814438328007635
372,0.2207437741305551
373,0.14119197599820374
374,0.20012627325336121
375,0.03474354643496385
376,0.7018067951708631
377,0.5756854431352334
378,0.40657673541254846
379,0.04893777129003796
380,0.5302498382639481
381,0.5670268814461755
382,0.9365883306494059
383,0.5037118250392415
384,0.8435334826650722
385,0.33911377897491224
386,0.6550010300658655
387,0.1974809740290718
388,0.8640892353294797
389,0.032255837370392296
390,0.18984742429630627
391,0.6415891944085809
392,0.6891332463105618
393,0.6592184200836287
394,0.1730162130720598
395,0.41696666814466715
396,0.8222623486525784
397,0.8459955790777289
398,0.14905791020055043
399,0.07886340328186468
400,0.5022355590702157
401,0.6939346587039752
402,0.7594642181281193
403,0.10263124617782667
404,0.1061762750771961
405,0.21175016533525257
406,0.128018544669635
407,0.12137278395633995
408,0.8159340234936348
409,0.4896863292646569
410,0.557682776109922
411,0.12313997100081873
412,0.08193705711932259
413,0.6710460872320554
414,0.4718024445452232
415,0.17275398005419673
416,0.12552740649154798
417,0.8379778439082721
418,0.05558619000731223
419,0.6532707460127039
420,0.5430249913642818
421,0.4709657249035035
422,0.24232511741890328
423,0.09811026051915814
424,0.07217275684681188
425,0.7745917362953262
426,0.5809176548584246
427,0.7524597828498301
428,0.8305921838137387
429,0.7464356478623869
430,0.20501288398288492
431,0.19047365535844502
432,0.4140737114105396
433,0.2372221266137713
434,0.7039577696578375
435,0.8994153591229422
436,0.3917158680588713
437,0.07050376796824365
438,0.11591484464397515
439,0.7673725331623257
440,0.7545893485462324
441,0.49563040379278045
442,0.13588980408706047
443,0.4146887297868777
444,0.3229712516110304
445,0.23330370404793555
446,0.24284989062165538
447,0.23453378125967508
448,0.22108127166236097
449,0.24069418385232158
450,0.6489676106557546
451,0.6576404074532894
452,0.44818057831496216
453,0.6215426803225588
454,0.12314146963018083
455,0.047842491591222364
456,0.14144046243699468
457,0.6151448480231808
458,0.3374009994697187
459,0.10621967435644711
460,0.45336257000739044
461,0.7559775249773136
462,0.2656968791800899
463,0.6572207533792995
464,0.08560646244962788
465,0.3021900531492088
466,0.44750253581522037
467,0.17855469699997778
468,0.1147556611638988
469,0.09317558846560588
470,0.23029073134144273
471,0.1793648851690893
472,0.3616828432664688
473,0.37721570328241244
474,0.02580605022037151
475,0.2531248783859872
476,0.5578971015656708
477,0.8988776188910966
478,0.05542537358389746
479,0.8579959734184454
480,0.5789595110600941
481,0.44463019146784283
482,0.17849868593466814
483,0.8102134779655886
484,0.7010597970407847
485,0.20335950477171774
486,0.6526079411719213
487,0.6568125975752227
488,0.7843635849862364
489,0.695023654900898
490,0.051155629866074206
491,0.7703742366708392
492,0.4861134470656587
493,0.1684864813640245
494,0.1551516171468001
495,0.34674630270260326
496,0.6995631119006579
497,0.12777738824106522
498,0.6369644157118723
499,0.7015068814307764
500,0.47385281041856814
501,0.3246122547704561
502,0.5481936686975232
503,0.2677255718088493
504,0.7635583678897215
505,0.8058333338742356
506,0.7177821179241699
507,0.028798720128182295
508,0.7502227629312164
509,0.3944305249712831
510,0.30785664176319083
511,0.5162938656130823
512,0.24498585800760792
513,0.45772227089627276
514,0.19450247477739308
515,0.15091579499994665
516,0.18971073517273654
517,0.15908232682056359
518,0.4236143052094336
519,0.4748572939976377
520,0.8014762462706118
521,0.8460128572745461
522,0.10313580908863035
523,0.5304225094633601
524,0.13138131219621485
525,0.41876771612378055
526,0.04190703094116403
527,0.8393850745306369
528,0.1375289504835238
529,0.8390500987831134
530,0.049771573155146125
531,0.08990228347928747
532,0.06674516972843571
533,0.18788961224468195
534,0.6112036024688839
535,0.07884889664950998
536,0.08967262892465311
537,0.6019144187530411
538,0.7108262308491871
539,0.6196345384071077
540,0.09095224298183711
541,0.48809856056154033
542,0.4959797500966356
543,0.08474442597721867
544,0.06603214136565615
545,0.2900210670627769
546,0.8144293150443273
547,0.26755469120622627
548,0.4167436901805879
549,0.15621736434810918
550,0.19418678652391202
551,0.24101988494588159
